Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC003102,18-07-2022,West Bengal,Siliguri,East,Phishing,API,Healthcare,Low,3203,8.16,82474,18,External,Blocked,MFA,Closed,31,18-07-2022,25,Low,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003103,28-04-2025,Gujarat,Ahmedabad,West,DDoS,Web App,Retail,High,166,81.38,4213416,194,External,Successful,Firewall Rules,Escalated,72,28-04-2025,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003104,04-01-2021,Telangana,Warangal,South,Insider Threat,Cloud Server,Banking,High,825,134.03,100614,202,External,Under Investigation,Access Revocation,Escalated,78,04-01-2021,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003105,30-07-2021,Karnataka,Bengaluru,South,Malware,API,IT,Medium,127,91.6,951490,41,External,Blocked,EDR Isolation,Open,43,30-07-2021,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003106,17-12-2020,Maharashtra,New Delhi,West,Ransomware,Network,Telecom,Critical,2771,116.39,11776417,261,Internal,Under Investigation,Backup Recovery,Escalated,88,17-12-2020,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003107,03-05-2021,Uttar Pradesh,Noida,North,Phishing,Web App,Manufacturing,Low,884,217.07,97974,28,Internal,Mitigated,Password Reset,Closed,15,03-05-2021,25,Low,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003108,24-11-2022,Delhi,New Delhi,North,Insider Threat,Email Server,Manufacturing,High,918,180.98,2830865,93,External,Successful,Access Revocation,Escalated,73,24-11-2022,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003109,13-09-2022,Gujarat,Ahmedabad,West,DDoS,Database,Banking,High,1110,179.75,4505311,196,Internal,Successful,Firewall Rules,Closed,80,13-09-2022,70,Critical,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003110,18-08-2022,Gujarat,Ahmedabad,West,Data Breach,Database,IT,High,2717,83.35,2002383,226,External,Successful,Encryption,Closed,69,18-08-2022,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003111,07-07-2023,Telangana,Warangal,South,Data Breach,Database,IT,High,874,104.69,1188190,95,Internal,Successful,Encryption,Closed,80,07-07-2023,70,Critical,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003112,26-07-2022,Maharashtra,Mumbai,South,Ransomware,Network,Healthcare,Critical,3502,79.98,16318799,275,External,Successful,Backup Recovery,Closed,88,26-07-2022,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003113,24-06-2022,West Bengal,Siliguri,East,SQL Injection,Cloud Server,Education,Medium,918,87.5,296579,58,External,Blocked,Patch Management,Open,54,24-06-2022,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003114,22-03-2023,Maharashtra,Mumbai,West,Ransomware,API,Government,Critical,918,76.33,18834104,641,External,Under Investigation,Backup Recovery,Escalated,92,22-03-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003115,25-10-2024,Karnataka,Bengaluru,South,Malware,Database,Education,Medium,4547,6.63,323983,61,External,Mitigated,EDR Isolation,Escalated,53,25-10-2024,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003116,15-11-2022,Uttar Pradesh,Noida,North,Malware,Cloud Server,Retail,Medium,3211,35.34,958674,66,Internal,Blocked,EDR Isolation,Closed,57,15-11-2022,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003117,14-04-2024,Telangana,Warangal,South,Phishing,Web App,IT,Low,4574,211.24,55101,15,External,Blocked,Password Reset,Open,17,14-04-2024,25,Low,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003118,29-11-2024,Uttar Pradesh,Lucknow,North,Malware,Email Server,Telecom,Medium,4212,78.45,130226,80,External,Mitigated,EDR Isolation,Closed,51,29-11-2024,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003119,06-06-2025,Karnataka,Bengaluru,South,SQL Injection,API,Healthcare,Medium,323,222.14,300764,63,Internal,Mitigated,Patch Management,Escalated,38,06-06-2025,50,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003120,12-12-2022,Delhi,New Delhi,North,Phishing,Email Server,Banking,Low,21,236.56,58086,16,Internal,Blocked,Password Reset,Escalated,11,12-12-2022,25,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003121,30-07-2023,Telangana,Hyderabad,South,Zero-Day Exploit,Database,Education,Critical,918,22.14,18193353,425,Internal,Under Investigation,Emergency Patch,Open,93,30-07-2023,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003122,23-07-2020,Karnataka,Mysuru,South,Ransomware,Cloud Server,Banking,Critical,2393,222.63,8242991,688,Internal,Under Investigation,Backup Recovery,Escalated,96,23-07-2020,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003123,08-05-2020,Gujarat,Ahmedabad,West,Phishing,Web App,IT,Medium,918,214.11,207866,68,External,Mitigated,MFA,Closed,54,08-05-2020,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003124,01-05-2025,West Bengal,New Delhi,East,Zero-Day Exploit,API,Telecom,Critical,3177,43.5,100614,643,Internal,Under Investigation,Emergency Patch,Escalated,81,01-05-2025,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003125,18-11-2020,Uttar Pradesh,Lucknow,North,Malware,Network,Education,Medium,1281,132.38,151987,78,External,Mitigated,EDR Isolation,Escalated,45,18-11-2020,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003126,16-06-2022,Tamil Nadu,Chennai,South,Phishing,Cloud Server,Banking,Low,2666,4.13,72897,8,External,Mitigated,Password Reset,Escalated,25,16-06-2022,25,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003127,11-05-2021,Andhra Pradesh,Visakhapatnam,South,SQL Injection,Database,Banking,High,432,168.46,2039893,120,Internal,Successful,Patch Management,Closed,63,11-05-2021,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003128,06-03-2021,Maharashtra,Pune,South,Zero-Day Exploit,Email Server,Telecom,Critical,1763,158.51,15232165,409,Internal,Successful,Emergency Patch,Open,92,06-03-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003129,04-01-2021,Uttar Pradesh,Lucknow,North,DDoS,Network,IT,High,3824,88.21,4233345,143,External,Successful,Firewall Rules,Escalated,77,04-01-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003130,25-05-2024,Tamil Nadu,Coimbatore,South,Data Breach,Cloud Server,Telecom,High,2599,70,2385846,203,External,Under Investigation,Encryption,Closed,65,25-05-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003131,01-10-2023,Uttar Pradesh,Lucknow,North,Malware,API,Healthcare,Medium,4225,200.91,521982,36,Internal,Mitigated,EDR Isolation,Escalated,59,01-10-2023,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003132,13-05-2021,Delhi,New Delhi,North,Phishing,Web App,Telecom,Medium,2795,142.79,135909,90,Internal,Blocked,Password Reset,Open,41,13-05-2021,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003133,08-10-2020,Maharashtra,Pune,West,Ransomware,Database,Education,Critical,1897,194.66,17884862,643,Internal,Successful,Backup Recovery,Escalated,98,08-10-2020,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003134,30-06-2021,Maharashtra,Pune,West,Zero-Day Exploit,API,Manufacturing,Critical,782,243.37,6910305,461,Internal,Successful,Emergency Patch,Closed,64,30-06-2021,90,High,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003135,19-08-2021,Karnataka,Mysuru,South,Zero-Day Exploit,Network,Telecom,Critical,2848,104.21,15210154,523,Internal,Successful,Emergency Patch,Escalated,97,19-08-2021,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003136,19-10-2024,Karnataka,Bengaluru,South,Data Breach,Database,Healthcare,High,1074,248.08,2736932,214,External,Under Investigation,Encryption,Closed,75,19-10-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003137,09-10-2020,Telangana,Hyderabad,South,Ransomware,Network,Manufacturing,Critical,95,78.86,9034789,266,External,Under Investigation,Emergency Patch,Closed,96,09-10-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003138,11-04-2024,Tamil Nadu,Chennai,South,DDoS,Web App,Healthcare,High,688,84.38,1171209,229,External,Under Investigation,Firewall Rules,Escalated,62,11-04-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003139,23-09-2021,Delhi,New Delhi,North,Phishing,Web App,Telecom,Medium,1790,244.53,852954,67,External,Mitigated,Password Reset,Escalated,38,23-09-2021,50,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003140,22-07-2020,Telangana,Warangal,South,DDoS,Database,IT,High,4985,151.74,4228796,207,External,Under Investigation,Firewall Rules,Escalated,74,22-07-2020,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003141,06-11-2021,Tamil Nadu,Chennai,South,Ransomware,Email Server,Government,Critical,4252,158.51,14492990,279,Internal,Under Investigation,Backup Recovery,Closed,88,06-11-2021,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003142,19-12-2023,Karnataka,Mysuru,South,Insider Threat,Database,Government,High,2472,19.83,3767315,236,Internal,Under Investigation,Access Revocation,Closed,70,19-12-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003143,23-02-2024,Karnataka,Mysuru,South,Phishing,Network,Banking,Low,4323,94.49,36182,30,Internal,Mitigated,MFA,Open,28,23-02-2024,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003144,28-06-2022,Telangana,Warangal,South,Zero-Day Exploit,Web App,Retail,Critical,3678,246.34,15092513,543,Internal,Successful,Emergency Patch,Open,91,28-06-2022,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003145,05-06-2022,West Bengal,New Delhi,East,Ransomware,Cloud Server,Telecom,Critical,2348,119.54,6836932,321,Internal,Under Investigation,Backup Recovery,Closed,97,05-06-2022,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003146,30-07-2021,Maharashtra,Pune,West,Malware,Cloud Server,Government,Medium,2912,126.8,964488,89,External,Mitigated,EDR Isolation,Escalated,46,30-07-2021,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003147,31-10-2021,Tamil Nadu,Coimbatore,South,DDoS,Cloud Server,Education,High,2567,247.52,2041296,149,Internal,Successful,Firewall Rules,Open,65,31-10-2021,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003148,02-05-2021,Tamil Nadu,Coimbatore,South,Insider Threat,Database,Banking,High,1099,243.41,1245981,187,Internal,Under Investigation,Access Revocation,Escalated,63,02-05-2021,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003149,24-01-2021,Telangana,New Delhi,South,Zero-Day Exploit,Email Server,Banking,Critical,4688,7.49,6774598,574,Internal,Under Investigation,Emergency Patch,Escalated,90,24-01-2021,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003150,22-01-2024,Gujarat,Ahmedabad,West,Insider Threat,Cloud Server,Education,High,3345,144.49,1321162,136,External,Under Investigation,Access Revocation,Escalated,72,22-01-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003151,11-04-2020,Karnataka,Mysuru,South,Ransomware,Database,Healthcare,Critical,1374,177.31,19805015,640,External,Successful,Backup Recovery,Open,87,11-04-2020,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003152,17-11-2023,Telangana,Hyderabad,South,Insider Threat,Cloud Server,Government,High,4388,188.89,4099535,104,Internal,Under Investigation,Access Revocation,Closed,64,17-11-2023,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003153,27-01-2021,Maharashtra,Mumbai,West,Zero-Day Exploit,API,Banking,Critical,2813,156.6,17750139,325,External,Successful,Emergency Patch,Closed,97,27-01-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003154,23-05-2023,Kerala,Kochi,South,SQL Injection,Cloud Server,Manufacturing,Medium,3771,245.79,785707,62,External,Mitigated,Patch Management,Escalated,54,23-05-2023,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003155,12-12-2023,Maharashtra,Pune,West,Ransomware,API,Government,Critical,1297,158.51,8392944,511,External,Successful,Backup Recovery,Closed,81,12-12-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003156,06-07-2020,Andhra Pradesh,Visakhapatnam,South,Ransomware,Database,Telecom,Critical,2665,59.84,19347891,480,External,Successful,Backup Recovery,Open,81,06-07-2020,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003157,21-01-2024,Delhi,New Delhi,North,Data Breach,Network,Telecom,High,3982,21.28,3558061,159,External,Successful,Encryption,Closed,69,21-01-2024,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003158,14-12-2024,Karnataka,Mysuru,South,Zero-Day Exploit,API,Telecom,Critical,20,224.01,12418653,328,External,Successful,Emergency Patch,Closed,85,14-12-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003159,11-07-2022,Andhra Pradesh,Visakhapatnam,South,Phishing,Web App,Telecom,Low,511,237.21,69497,14,Internal,Mitigated,MFA,Closed,34,11-07-2022,25,Low,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003160,19-02-2024,Karnataka,Bengaluru,South,Zero-Day Exploit,API,Telecom,Critical,945,242.75,17847776,678,Internal,Under Investigation,Emergency Patch,Closed,81,19-02-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003161,23-02-2024,Telangana,Warangal,South,Data Breach,Web App,Banking,Critical,1051,14.49,5875867,582,External,Under Investigation,Emergency Patch,Escalated,91,23-02-2024,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003162,13-09-2024,Delhi,New Delhi,North,Data Breach,API,Retail,Critical,1272,111.48,19419421,588,External,Under Investigation,Encryption,Escalated,92,13-09-2024,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003163,05-12-2020,Karnataka,Mysuru,South,Data Breach,Email Server,IT,High,2745,41.32,1846977,126,Internal,Successful,Encryption,Open,61,05-12-2020,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003164,12-11-2022,Uttar Pradesh,Lucknow,North,Zero-Day Exploit,Web App,Manufacturing,Critical,2408,94.41,15415129,515,External,Successful,Emergency Patch,Open,92,12-11-2022,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003165,13-12-2023,West Bengal,Kolkata,East,Insider Threat,Cloud Server,Education,High,559,171.03,4536522,158,External,Under Investigation,Access Revocation,Escalated,76,13-12-2023,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003166,25-12-2023,Karnataka,Mysuru,South,Zero-Day Exploit,Cloud Server,Banking,Critical,3224,3.05,6485745,663,Internal,Successful,Emergency Patch,Open,96,25-12-2023,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003167,14-02-2020,Kerala,Kochi,South,Malware,Email Server,Government,Medium,4477,86.99,345091,73,External,Blocked,EDR Isolation,Open,46,14-02-2020,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003168,04-08-2024,Kerala,Thiruvananthapuram,South,Data Breach,Cloud Server,Healthcare,Critical,1728,86.78,9346338,264,External,Under Investigation,Encryption,Closed,100,04-08-2024,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003169,13-06-2021,Kerala,Thiruvananthapuram,South,Phishing,Network,Education,Medium,4623,151.69,485316,52,External,Blocked,Password Reset,Open,60,13-06-2021,50,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003170,23-12-2022,Gujarat,Surat,West,SQL Injection,API,Telecom,High,3955,195.18,3149064,230,Internal,Successful,Patch Management,Closed,76,23-12-2022,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003171,19-11-2021,Maharashtra,Mumbai,West,SQL Injection,Email Server,Telecom,Medium,1812,225.19,385803,32,Internal,Mitigated,Patch Management,Closed,49,19-11-2021,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003172,04-12-2023,Delhi,New Delhi,North,Data Breach,Network,Retail,High,2463,84.31,3173393,90,Internal,Successful,Encryption,Open,64,04-12-2023,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003173,12-12-2022,West Bengal,Siliguri,East,Data Breach,Cloud Server,Education,High,2739,213.45,2813330,200,Internal,Under Investigation,Encryption,Open,78,12-12-2022,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003174,02-03-2023,Tamil Nadu,Coimbatore,South,Phishing,Cloud Server,Banking,Low,130,188.54,5522,24,External,Mitigated,MFA,Escalated,23,02-03-2023,25,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003175,29-04-2025,Delhi,New Delhi,North,Insider Threat,Database,Manufacturing,High,3065,237.45,3675401,222,Internal,Under Investigation,Access Revocation,Escalated,77,29-04-2025,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
